Document_Code,Document_Name,Attribute_Code,Attribute_Name,Display_Order,Data_Type,Enum_Mapping,Encryption,ISIR_Field_to_Correct,Additional_Resolution_Action,Aid_Year,Is_Required_,Subtype,Field_Start_Date,Field_End_Date,Prev_Document_Code,Prev_Attribute_Code
"FA-TaxForms","Tax Forms","AC135","Tax Calendar Year","7","Enumeration","2015,2016","FALSE","INTERNAL USE","String docAwardYear = """";\nif (currentDocument.awardYear != null)\n{\n    docAwardYear = currentDocument.awardYear;\n}\n\nString docValue = """";\nif (currentDocument.getDocumentFieldValue(""AC135"") != null)\n{\n    docValue = currentDocument.getDocumentFieldValue(""AC135"");\n}\n\nif (docAwardYear == ""2016"" && docValue != ""2014"")\n{\n    returnList.get(0).setScriptReturnErrorString(""Document must be reviewed manually""); return;\n}\nreturn true;","2015-2016","1","","","","",""
"FA-TaxPrepLetter","Tax Preparation Letter","AC58","Filing Status","4","Enumeration","Head of Household,Married Filing Joint,Married Filing Separate,Qualifying Widow,Single","FALSE","INTERNAL USE","return true;","2015-2016","1","","","","",""
"FA-TaxPrepLetter","Tax Preparation Letter","AC135","Tax Calendar Year","3","Enumeration","2015,2016","FALSE","INTERNAL USE","String docAwardYear = """";\nif (currentDocument.awardYear != null)\n{\n    docAwardYear = currentDocument.awardYear;\n}\n\nString docValue = """";\nif (currentDocument.getDocumentFieldValue(""AC135"") != null)\n{\n    docValue = currentDocument.getDocumentFieldValue(""AC135"");\n}\n\nif (docAwardYear == ""2016"" && docValue != ""2014"")\n{\n    returnList.get(0).setScriptReturnErrorString(""Document must be reviewed manually""); return;\n}\nreturn true;","2015-2016","1","Y","","","",""
"FA-TaxPrepLetter","Tax Preparation Letter","AC59","Tax Payer First Name","1","String","","FALSE","INTERNAL USE","return true;","2015-2016","1","","","","",""
"FA-TaxPrepLetter","Tax Preparation Letter","AC79","Tax Payer Last Name","2","String","","FALSE","INTERNAL USE","return true;","2015-2016","1","","","","",""
"FA-TaxTranscript","Tax Transcripts","AC232","Tax Payer ID (SSN) - 1","1","String","","FALSE","INTERNAL USE","return true;","2015-2016","1","","","","",""
"FA-TaxTranscript","Tax Transcripts","AC59","Tax Payer First Name - 1","2","String","","FALSE","INTERNAL USE","return true;","2015-2016","1","","","","",""
"FA-TaxTranscript","Tax Transcripts","AC79","Tax Payer Last Name - 1","3","String","","FALSE","INTERNAL USE","return true;","2015-2016","1","","","","",""
"FA-TaxTranscript","Tax Transcripts","AC235","Tax Payer ID (SSN) - 2","4","String","","FALSE","INTERNAL USE","return true;","2015-2016","0","","","","",""
"FA-TaxTranscript","Tax Transcripts","AC236","Tax Payer First Name - 2","5","String","","FALSE","INTERNAL USE","return true;","2015-2016","0","","","","",""
"FA-TaxTranscript","Tax Transcripts","AC237","Tax Payer Last Name - 2","6","String","","FALSE","INTERNAL USE","return true;","2015-2016","0","","","","",""
"FA-TaxTranscript","Tax Transcripts","AC137","Tax Form","8","Enumeration","1040,1040A/EZ,U.S. Territory Tax Return,Foreign Tax Return,1040A,1040EZ","FALSE","INTERNAL USE","return true;","2015-2016","1","","","","",""
